0	0	0.002
0	1	0.042
0	2	0.055
0	3	0.068
0	4	0.082
0	5	0.095
0	6	0.108
0	7	0.121
0	8	0.135
0	9	0.147
0	10	0.160
0	11	0.173
0	12	0.186
0	13	0.199
0	14	0.211
0	15	0.224
0	16	0.236
0	17	0.249
0	18	0.262
0	19	0.275
0	20	0.288
0	21	0.301
0	22	0.314
0	23	0.327
0	24	0.340
0	25	0.353
0	26	0.366
0	27	0.378
0	28	0.391
0	29	0.408
0	30	0.421
0	31	0.493
0	32	0.506
0	33	0.519
0	34	0.532
0	35	0.544
0	36	0.557
0	37	0.570
0	38	0.582
0	39	0.595
0	40	0.608
0	41	0.621
0	42	0.634
0	43	0.649
0	44	0.662
0	45	0.673
0	46	0.683
0	47	0.694
0	48	0.705
0	49	0.715
0	50	0.726
0	51	0.737
0	52	0.747
0	53	0.758
0	54	0.769
0	55	0.779
0	56	0.790
0	57	0.801
0	58	0.811
0	59	0.822
0	60	0.833
0	61	0.843
0	62	0.873
0	63	0.896
0	64	0.907
0	65	0.918
0	66	0.929
0	67	0.939
0	68	0.950
0	69	0.961
0	70	0.971
0	71	0.982
0	72	0.993
0	73	1.003
0	74	1.014
0	75	1.025
0	76	1.035
0	77	1.046
0	78	1.057
0	79	1.067
0	80	1.078
0	81	1.088
0	82	1.099
0	83	1.109
0	84	1.120
0	85	1.131
0	86	1.141
0	87	1.152
0	88	1.162
0	89	1.173
0	90	1.183
0	91	1.194
0	92	1.205
0	93	1.215
0	94	1.226
0	95	1.236
0	96	1.247
0	97	1.258
0	98	1.268
0	99	1.279
0	100	1.289
0	101	1.300
0	102	1.311
0	103	1.321
0	104	1.332
0	105	1.342
0	106	1.353
0	107	1.364
0	108	1.374
0	109	1.385
0	110	1.395
0	111	1.406
0	112	1.416
0	113	1.427
0	114	1.438
0	115	1.448
0	116	1.459
0	117	1.469
0	118	1.480
0	119	1.491
0	120	1.501
0	121	1.512
0	122	1.522
0	123	1.533
0	124	1.544
0	125	1.554
0	126	1.565
0	127	1.575
0	128	1.586
0	129	1.596
0	130	1.607
0	131	1.618
0	132	1.628
0	133	1.639
0	134	1.649
0	135	1.660
0	136	1.671
0	137	1.681
0	138	1.692
0	139	1.702
0	140	1.713
0	141	1.724
0	142	1.734
0	143	1.745
0	144	1.755
0	145	1.766
0	146	1.776
0	147	1.787
0	148	1.798
0	149	1.808
0	150	1.819
0	151	1.849
0	152	1.864
0	153	1.878
0	154	1.893
0	155	1.903
0	156	1.914
0	157	1.941
0	158	1.954
0	159	1.965
0	160	1.976
0	161	1.986
0	162	1.997
0	163	2.007
0	164	2.018
0	165	2.028
0	166	2.039
0	167	2.050
0	168	2.060
0	169	2.071
0	170	2.081
0	171	2.092
0	172	2.102
0	173	2.113
0	174	2.124
0	175	2.134
0	176	2.145
0	177	2.155
0	178	2.166
0	179	2.177
0	180	2.200
0	181	2.211
0	182	2.222
0	183	2.232
0	184	2.243
0	185	2.254
0	186	2.264
0	187	2.275
0	188	2.286
0	189	2.296
0	190	2.307
0	191	2.318
0	192	2.328
0	193	2.339
0	194	2.350
0	195	2.360
0	196	2.371
0	197	2.382
0	198	2.392
0	199	2.403
0	200	2.414
0	201	2.424
0	202	2.435
